text,predicted_label
recomended seller barang pack,Positive
barang terima kondisi thanks,Positive
joss barang manteeep besok2 kalo rekomendasi,Positive
barang sesuai tawar trims,Negative
harga sesuai kualitas bagus mantap jempol,Positive
recomended seller barang sesuai pesan thanks,Positive
paket sdh sesuai pesan tks,Positive
kirim cepat barang bagus,Positive
kualitas barang sesuai harap thx,Positive
barang sesuai pesan cepat good job tahan layan moga sukses,Positive
good quality good price fast respond,Positive
udh nyampe bagus sesuai pesan fast respond keep,Positive
barang terima terima kasih,Positive
komunikasi bagus kirim dgn wajar bagus barang thanks,Positive
tunda pikir selasa senin malam kirim,Negative
kirim cepat produk rapi,Positive
barang terima kirim lambat,Negative
niceee sesuai tawar packing lumayan good toko thanks warung olahraga pesan pagi pagi ane terima,Positive
bagus mesan sesuai order,Negative
barang pagi coba muas khawatir grip takut klo keringetan licin overall sesuai harap,Positive
baca review web beli online takut cocok grip berat mampir toko olahraga alhamdulillah cocok,Positive
barang cepat akurat,Positive
terima kasih barang terima sesuai gambar bagus recommended seller,Positive
barang sesuai deskripsi speed spin mantap recomended,Positive
kakak cantik ganteng sayang cinta canda gurau ramah barang packing love youuuuuu kak,Positive
barang sesuai gambar kirim cepat recomended,Positive
ulas produk barang ready produk donic ori jerman bahan carbon,Positive
mantap barang cepet sesuai,Positive
mantap terima kasih,Positive
cepar packing sesuai dengab gambar,Positive
kualitas produk sesuai deskripsi sayang lambat kirim,Positive
barang terima kirim cepat barang sesuai deskripsi recomended,Positive
good respons good seller,Positive
respon cpt kemas baguslahhh brang sesuai pesan,Positive
barang bagus mantap kapan2 order,Negative
josss udh pesan pesan level 7000 salam sukses,Positive
proses cepat recommanded seller,Positive
produk bagus sesuai persepsi recomended deh pokok,Positive
barang kondisi bagus sesuai deskripsi produk kualitas sesuai harga,Positive
inshaallah barang bagus,Positive
bat power speed,Positive
bagus recommended seller,Positive
batang landed selamat barang segel kotak bat beranta,Positive
barang sesuai deskripsi mantaaap,Positive
segel sesuai pesan pakai main karet bagus pegang bagus berat bilang ringan kayu plastik mantab,Positive
kirim pilih paket yes jne order jumat siang selasa malam,Positive
barang lumayan bagus main pro payah,Negative
bagus,Positive
produk bagus kirim lumayan cepat,Positive
barang oke fast shipping,Positive
baguss bintang ngomong,Positive
barang terima kasih,Positive
terima kasih barang,Positive
terimakasih maaf kasih review,Positive
terimakasih barang sdh terima,Positive
barang sesuai jadwal kualitas,Positive
barang sdh terima dlam kondisi terima kasih,Positive
barang terima cepat,Positive
barang bagus packingnya kirim sby jkt atc rabu jam senin siang tkyu,Positive
tks,Positive
jual cepat sesuai gambar,Positive
mantab surantab,Positive
mantap tinggal coba bat,Positive
barang sesuai thx,Positive
barang bagus harga sesuai kualitas,Positive
darat sempurna thanks,Positive
thanks barang sdh selamat packing mantap,Positive
barang bagus kualitas puas terima kasih,Positive
nice pesan cepat kirim jne males ngirim,Negative
barang sdh terima mantab tks,Positive
barang sampe sesuai dgn pesan,Positive
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbb,Negative
kirim cepat barang bagus,Positive
barang sesuai gambar kirim cepat,Positive
kirim kurir,Negative
trimakasih barang sdh smpe blom coba,Negative
barang sesui pesan lom coba,Negative
barang sdh kualitas main jgn harap,Negative
cepat level beli level,Positive
harga sesuai spek,Positive
,Positive
kerennnnnn,Positive
produk sesuai deskripsi epak rapi kuat kirim sesuai jadwal sip,Positive
thanks barang,Positive
produk bagus kirim cepat thanks,Positive
juooooosssssssssssss,Positive
perhati kirim barang biar alamat,Positive
barang sesuai pesan packing rapih seller fast respon terima kasih sukses,Positive
karet lengket barang ringan dipake terimakasih,Negative
siipb,Negative
bagus barang pikir karet tebal takpalah terima kasih,Negative
brg sdh nyampe moga awet,Negative
tipis bunyi nyaring kayu gtu,Negative
produk bagus sesuai harga,Positive
nampol adek,Positive
mantap lumayan kirim cepat,Positive
layan muas kirim cepat kualitas barang sesuai harga main lumayan,Negative
lumayan hehehheehhehehehehhe,Negative
barang sesuai gambar,Positive
mantapz excellent,Positive
produk sdh terima dgn sesuai deskripsi penjualdan prosses kirim cepat trims warung olahraga tokopedia,Positive
thanks barang sampe,Positive
barang terima terima aksih layan,Positive
barang sdh terima dlam kondisi terima kasih,Positive
thanks,Positive
barang sesuai spesifikasi packagingnya rapi,Positive
barang sesuai dgn harap,Positive
barang makasih,Positive
barangx sesuai,Negative
gud,Positive
barang sesuai gambar layan muas,Positive
thanks sya triama,Negative
bagus produk bat pingpong rekomendasi beli seller thx,Positive
barang lumayan kirim lambat jne yes kirim rabu,Negative
,Positive
kirim cepat terima kasih spesifikasi product pakai nyaman pantul dengar bunyi papan next coba model,Negative
barang terima,Positive
barang terima kondisi,Positive
barang thanks,Positive
very very very very recommended seller,Positive
bat tipis ringan tulis allround cocok defense cepat layan toko top abis,Negative
cakeep brook thank you,Positive
barang mantapp surantap tob margotobbb,Positive
lumayan sesuai dgn harga,Negative
barang nyampe bos sesuai pesan terima terimakasiiiih,Negative
kualitas sesuai duit moga jago main ping pong,Positive
tengkyuuuuuuuuuuuuuuuuuuuuuuuuu,Negative
paket terima cacat gagang disebabkn bungkus pecah terimakasih mudh2an usaha laris lancar layan,Negative
terimakasih barang terima kualitas oke packingan rapi kondisi barang bagus moga nyaman pakai,Positive
sesuai harga pepatah harga kualitas,Negative
terima barangx cepat mantap sesuai pesan terima kasih,Positive
lumayan bat zzzzzzzzz,Negative
bat thanks,Positive
yesss mantap,Positive
trimakasih responya cepat kirimanya terima barang sesuai harap,Negative
barang oke thx bwt kirim,Negative
bagus sesuai deskripsi,Positive
barang sesuai pesan,Positive
yesssssss passssss,Negative
tingkat qualitasnya,Negative
bagus,Positive
barang bagus sesuai harap,Positive
terima kasih barang terima,Positive
packing bagus respon cepet barang sesuai deskripsi overload kirim tdk lgsg,Positive
terima kasih respon cepat barang sesuai,Positive
barang terima kondisi,Positive
barang sesuai pesan,Positive
sesuai pesan cepat thx,Positive
pesan warna kuning kirim warna merah konfirmasi sayang,Negative
barang terima,Positive
produk oke sesuai harga sayang warna kuning stok habis jdi merah,Negative
barang udh terima thanks kualitas sesuai harga,Positive
barang mantap sesuai harga pesan sukses bang,Positive
good seller barang sesuai deskripsi kirim sablon ditimpah barang lecet,Positive
mohon pengorimannya sdah pke reguler trus pke asuransi tpi pengorimannya muas,Negative
sesuai harga hehehe terimakasih,Positive
kualitas produk lumayan kirim recomended seller,Positive
packing bagus barang bagus toko recomended belanja online,Positive
barang terima terimakasih,Positive
barang bagus kualitas puas terima kasih,Positive
barang oke bayang,Positive
barang bagus tebal mantap proses cepat recomended,Positive
respon bagus good seller harga oke,Positive
barang bagus sesuai deskripsi,Positive
terima sesuai pesan terima kasih,Positive
barang terima coba terima kasih,Positive
,Positive
barang terima kasih banget,Positive
respon seller bagus kualitas normal,Positive
barang bagusss sesuai dgn gambar,Positive
oke tdk kecewa sesuai harga,Negative
kualitas barang bagus iklan,Positive
bagus mesan sesuai order,Negative
build quality bagus,Positive
respon lapak cepat barang lumayan sesuai harga,Negative
mantap mantap mantap mantap,Positive
kualitas produk nyaman,Positive
produk bagus terima kasih,Positive
barang mantap nyaman dipake,Positive
terima kasih,Positive
senang produk paket rapi cacat recommended,Positive
good quality save packing,Negative
barang sesuai deskripsi harga saing produk lipat smga awet,Positive
respon cepet barang sdh smp yaah,Positive
barang selamat thanks,Positive
barang bungkus rapi terima cepat kondisi,Positive
barang bahan bagus nyaman dipake,Positive
berat pake ukur nyaman kirim sesuai jadwal bahan bagus nyaman kulit,Positive
barang,Positive
barang sesuai spesifikasi terima kasih,Positive
barang bagus sesuai skripsi thanks,Positive
brg sdh sampe sesuai deskripsi thx yaaa,Positive
kualitas barang bagus kirim cepat,Positive
produk sesuai gambar layan cepat mutu produk ciamik harga kantong olahragawan,Positive
barang bagus,Positive
belanja,Positive
produk bagus packing rapih overall okay thanks tokped,Negative
sesuai pesan fast respon,Positive
bagus barang sesuai pesan,Positive
order sekian muas sukses bos,Positive
ekpetasi,Positive
mantap barang sesuai pesan respon kirim cepat bintang bicara sukses,Positive
makasih yah,Positive
sory telat ngasih ulas,Positive
fast respon fast delivery,Positive
nyaman pakai moga awet molor,Positive
mantapppppppp,Positive
barang terima sesuai pesan terimakasih,Positive
mantapppppp beli 3pcs msh,Positive
terimakasih yah,Positive
lgsg coba sma adik good,Negative
kualitas nyaman pakai mudah cuci,Negative
barang terima makasih,Positive
good,Positive
thanks barang,Positive
barang terima sesuai dgn foto,Positive
terima kasih,Positive
makasih barang terima,Positive
barang bagus kualitas bagus rencana pesan,Positive
terima kasih barang terima kondisi,Positive
brg sdh sampe trims,Positive
biar bintang bicara,Positive
barang sesuai pesan,Positive
barang bagus uai harga,Positive
buagus,Positive
barang terima proses kirim,Positive
barang baguusssss kirim lumayan cepat,Positive
barang terima sesuai pesan thank you seller,Positive
barang sdh sesuai dgn pesan maaf telat ulas toped warung olahraga sukses,Positive
brg bagus pesan trims,Positive
barang bagusssssssssssssssssssssss,Negative
thx swller decker ktrima kualitas bagus ukirsn sukses slalu seller,Positive
barang sesuai pesan terima,Positive
bagus sesuai deskripsi,Positive
recomended fast respon,Positive
siiiiiiiiiiiiiiiiiippppp,Positive
terima kasih produk bagus recomend,Positive
kecewa ukur pakai,Negative
barang trims,Positive
seller responsif kirim cepat good job,Positive
biar bintang bicara,Positive
gambar pic warna coklat koq kasih warna hitam,Negative
siipp kirim cepat respon,Positive
barang sesuai order good,Positive
produk sesuai lumayan makasih,Positive
maaf kasih ulas terima kasih yah,Positive
barang packing rapi bahan tebal mantap,Positive
bagus barang sdh 3xbeli brg cpt smp,Positive
ukur fast respons,Negative
barang bagus jual barang terima pake alas,Positive
barang sesuai harga mantab makyuss,Positive
thanks,Positive
bagus sesuai kualitas harga,Positive
respons cepat kualitas produk bagus beli ukur seret banget sulit pakai,Positive
bagus cocok raga ato nyeri lutut kaki,Negative
sip sesuai pesan lutut thanks,Positive
produk bagus persepsi beli pikir pasang,Positive
jos packing kirim,Positive
trimaksh brangnya sdh smpe,Negative
barang terima,Positive
serviceeeeeeee bagussssssssssssss,Positive
barang sesuai gambar kirim cepat,Positive
jual responsif barang lumayan nyaman pakai gerak,Negative
terima kasih,Positive
barang sdh terima thnks,Positive
terima kasih,Positive
barang oke delivery oke harga oke,Positive
biar bintang bicara kecewa,Positive
waduhh teliti baca size foto kardus kirain size dngn coklat sedih btw sampe nih terimakasih,Negative
lumayan cepat sayang pilih size overall sip seller cooperatif,Positive
decker terima size kondisi packing rapi bagus ongkir retur ganti,Negative
terimakasih barang kualitas oke bgt order,Positive
barang terima kondisi packing oke barang oke good job,Positive
barang terima sesuai spec terima kasih,Positive
terima kasih,Positive
barang moga awet thank you seller,Positive
barang terima thanks banget,Positive
barang oke,Positive
kacamata renang ngmbun wkt pakai,Negative
barang mantap harga bagus,Positive
jenis oles spray tetes,Positive
efektif bikin kacamata renang bebas embun aplikasi ulang pakai,Negative
kirim,Positive
barang terima sesuai pesan,Positive
recommended seller,Positive
kacamata kinclong tinggal digosok2,Positive
barang sesuai skripsi pakai oles bilas embun,Positive
barang terima sesuai pesan blm coba pakai,Negative
kim cepat kacamata embun cepat hilang,Positive
apply renang kacamata renang hasil maksimal,Negative
coba moga maslaah fungsi,Positive
barang terima pakai oles semprot thanks,Negative
mantap ngembun packing bagus,Positive
sdh terima packing blm coba,Positive
puas bangetttt sesuai deskripsi makasih gaann,Positive
kirain aer sabun bnr ilang fog tahan pakai over all bantu lapis fog sblm pake menit mst bilas aer,Positive
cepat barang sesuai deskripsi,Positive
respons layan,Positive
beneran kagak ngembun renang lbh konsentrasi,Positive
terimakasih barang kondisi coba hasil bagus pakai mudah terimakasih,Negative
barang terima tankz,Positive
bagus oles lsg embun brg sesuai foto,Positive
sdh pakai produk praktis spray trims,Positive
blm coba,Positive
kirim cepat packing rapi produk coba review,Positive
coba,Positive
pakai fog works,Positive
barang sampe terimakasih,Positive
barang blm sempatbdi coba thx,Negative
terimakasih recomended sellllerrrrrr,Positive
barang sesuai harap makasih,Positive
hehehe beneran coba embun,Positive
selamat sentausa,Positive
terima kasih barang terima,Positive
mantab sesuai harap,Positive
produk terima packaging produk yah terima kasih,Positive
joss boss barang cepat libur,Positive
barang terima segel mantap,Positive
,Positive
makasihhhhhhhhhhhhhhhhhhhhhhhhhhh,Positive
harga murah,Positive
lumayan,Negative
barang rapi trims,Positive
barang terima kasih,Positive
terimakasih yaaaa barang sdh terima hehehee,Positive
fungsi finally trims,Negative
barang thank you,Positive
barang terima sory responnya,Positive
kaca embun kaca kotor,Negative
thx,Positive
terima coba thanks proses cepat kaget packing kirim coklat,Positive
barang sesuai packing bagus kirim cepat respon cepat recommended,Positive
manthaaap ping pong spin power yahuud layan respon jual excellent,Positive
makyuz sesuai deskripsi,Positive
barang kirim telat,Positive
terima kasih barang sesuai bagus,Positive
respon kualitas oke sippp,Positive
barang terima mntab respon jual kirim cepat produk sehat cacat,Positive
